"hour","period","load_Q10","load_median","load_Q90","day_type","cluster","cluster_name","geography","Day.type"
4,"Historic (April 2016-2019)",20771.5,21752,26383,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",20704.5,21816.5,26541,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",20995,22329.5,27062.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",21529,23015,27206.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",21993.5,23582,27206,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",22953.5,24261.5,27202,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",23759,24920,27631,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",24009,25316.5,27889,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",24260,25283.5,27879.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",24571.5,25500,27701,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",24440,25601,27319.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",24304,25793.5,27399.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",24174.5,26076.5,27271.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",24232.5,26510,27667,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",24619,26697,28000.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",24819.5,26621.5,28011.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",24903.5,26427,28029.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",25466,26825.5,28756,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",25140.5,26366.5,28603.5,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",23943,25183,27570,"weekend",2,"Moderate","US: Central","weekend - Historic (April 2016-2019)"
0,"Apr-20",20254.4,24466,27589.8,"workday",3,"Mild","US: Florida","workday - April 2020"
0,"Historic (April 2016-2019)",20559,22486,25055.7,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
1,"Apr-20",18566.8,22230.5,25316.9,"workday",3,"Mild","US: Florida","workday - April 2020"
1,"Historic (April 2016-2019)",18149.4,19890.5,22455,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
2,"Apr-20",17135.8,20539.5,23546.8,"workday",3,"Mild","US: Florida","workday - April 2020"
2,"Historic (April 2016-2019)",16697.9,18181,20603.2,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
3,"Apr-20",16179.2,19408.5,22428.6,"workday",3,"Mild","US: Florida","workday - April 2020"
3,"Historic (April 2016-2019)",15804.4,17215.5,19439,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
4,"Apr-20",15653.3,18760.5,21865.6,"workday",3,"Mild","US: Florida","workday - April 2020"
4,"Historic (April 2016-2019)",15486.3,16758.5,18818.4,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
5,"Apr-20",15571.4,18470.5,21878.2,"workday",3,"Mild","US: Florida","workday - April 2020"
5,"Historic (April 2016-2019)",15775.4,16887,18758.8,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
6,"Apr-20",16180.1,19050,22550.9,"workday",3,"Mild","US: Florida","workday - April 2020"
6,"Historic (April 2016-2019)",17162.2,18210.5,20008.7,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
7,"Apr-20",17366.9,19935,23313.8,"workday",3,"Mild","US: Florida","workday - April 2020"
7,"Historic (April 2016-2019)",19618.7,20600.5,22479.4,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
8,"Apr-20",18434,20654.5,23925.8,"workday",3,"Mild","US: Florida","workday - April 2020"
8,"Historic (April 2016-2019)",20853.6,21841,23720.2,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
9,"Apr-20",20066.4,22521.5,26035.5,"workday",3,"Mild","US: Florida","workday - April 2020"
9,"Historic (April 2016-2019)",21840.5,23003,25133.8,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
10,"Apr-20",21672,24655.5,28789.5,"workday",3,"Mild","US: Florida","workday - April 2020"
10,"Historic (April 2016-2019)",22942.4,24474.5,27399.7,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
11,"Apr-20",23095.3,26250.5,31278.8,"workday",3,"Mild","US: Florida","workday - April 2020"
11,"Historic (April 2016-2019)",24146.7,26186,29539.7,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
12,"Apr-20",24467.8,27994.5,33094.1,"workday",3,"Mild","US: Florida","workday - April 2020"
12,"Historic (April 2016-2019)",25077.8,27642,31077.3,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
13,"Apr-20",25862,30148.5,35325.4,"workday",3,"Mild","US: Florida","workday - April 2020"
13,"Historic (April 2016-2019)",26147.4,28990,33021.6,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
14,"Apr-20",27316.9,32140,37114.1,"workday",3,"Mild","US: Florida","workday - April 2020"
14,"Historic (April 2016-2019)",27063.6,30317,34758.6,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
15,"Apr-20",28262.7,33092,37743.6,"workday",3,"Mild","US: Florida","workday - April 2020"
15,"Historic (April 2016-2019)",27775.9,31755,36066.6,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
16,"Apr-20",28777.8,33990.5,39142.2,"workday",3,"Mild","US: Florida","workday - April 2020"
16,"Historic (April 2016-2019)",28501.6,32564,37200.2,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
17,"Apr-20",29322.2,34435,39743.7,"workday",3,"Mild","US: Florida","workday - April 2020"
17,"Historic (April 2016-2019)",29236.2,33080,37957.3,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
18,"Apr-20",29802.8,34598.5,39900.9,"workday",3,"Mild","US: Florida","workday - April 2020"
18,"Historic (April 2016-2019)",29368.5,33147,37951.4,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
19,"Apr-20",29305.6,33402,38706.2,"workday",3,"Mild","US: Florida","workday - April 2020"
19,"Historic (April 2016-2019)",28867.1,32208,36879.4,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
20,"Apr-20",27648.5,31424,36437.4,"workday",3,"Mild","US: Florida","workday - April 2020"
20,"Historic (April 2016-2019)",28142.9,30764,35070,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
21,"Apr-20",27032.7,30630,35342.5,"workday",3,"Mild","US: Florida","workday - April 2020"
21,"Historic (April 2016-2019)",28119.8,30134.5,34127,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
22,"Apr-20",24957.7,28705,32662.3,"workday",3,"Mild","US: Florida","workday - April 2020"
22,"Historic (April 2016-2019)",26361.1,28188.5,31764.3,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
23,"Apr-20",23021,26149.5,30077,"workday",3,"Mild","US: Florida","workday - April 2020"
23,"Historic (April 2016-2019)",23731.8,25632,28717.8,"workday",3,"Mild","US: Florida","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",19803.5,23171.5,26260.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",18411,20852,23877.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",16947,19082.5,21949,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",16057.5,17972.5,20601.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",15588.5,17305.5,19826.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",15501,17071.5,19524,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",15890.5,17235,19763.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",16706,17886,20320,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",17642,18820.5,21287,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",19686,21224,24077,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",21492.5,24015.5,27041.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",22551.5,26366,29819.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",23079,28006.5,32047,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",23867.5,29451,33714,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",24337.5,30715,35027,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",24973.5,31577.5,36162,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",25739,32227.5,36411.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",26402,32271.5,36437.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",26690,32147,36063.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",26243,31188.5,35018,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",25412.5,29506,33421,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",25617,29208.5,32922.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",24156.5,27793,30901.5,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",21902.5,25832,28279,"weekend",3,"Mild","US: Florida","weekend - Historic (April 2016-2019)"
0,"Apr-20",67178.2,70273,75925.3,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
0,"Historic (April 2016-2019)",71277.1,74619.5,83434.3,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
1,"Apr-20",64702.7,68092,73925.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
1,"Historic (April 2016-2019)",68421.9,71460.5,81735.1,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
2,"Apr-20",63161,66444,72679.5,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
2,"Historic (April 2016-2019)",66464.1,69158.5,80516.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
3,"Apr-20",62203.3,65791,72027.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
3,"Historic (April 2016-2019)",65142.5,68090,80229.9,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
4,"Apr-20",61720,65699,72007.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
4,"Historic (April 2016-2019)",64493.6,67962,80787.5,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
5,"Apr-20",62320.6,66777,73165,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
5,"Historic (April 2016-2019)",65354.4,69064.5,81907.4,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
6,"Apr-20",64091,69095,76082.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
6,"Historic (April 2016-2019)",68993.6,71832,85453,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
7,"Apr-20",67499.5,73033.5,80572.6,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
7,"Historic (April 2016-2019)",75314,78992.5,94060.1,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
8,"Apr-20",70921.5,76074.5,83363.7,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
8,"Historic (April 2016-2019)",79514.8,83235,97491.6,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
9,"Apr-20",73979.9,77462,84000.4,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
9,"Historic (April 2016-2019)",81368.8,84062.5,95986.5,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
10,"Apr-20",75037,78523,83447.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
10,"Historic (April 2016-2019)",82215.3,84709.5,94937.9,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
11,"Apr-20",75164.4,78884.5,81973,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
11,"Historic (April 2016-2019)",82040.3,85494,93647.4,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
12,"Apr-20",75180.2,79003,81244.4,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
12,"Historic (April 2016-2019)",82237.3,85463.5,92514.6,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
13,"Apr-20",75625.1,78606.5,80753.7,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
13,"Historic (April 2016-2019)",81950.5,85177,91280.9,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
14,"Apr-20",75495.2,77513,79930.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
14,"Historic (April 2016-2019)",82090,85187,90164.1,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
15,"Apr-20",74570.8,76411.5,79115.3,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
15,"Historic (April 2016-2019)",81746.5,84969,89794,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
16,"Apr-20",73747.4,75370,78221.2,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
16,"Historic (April 2016-2019)",81398.4,84682,89486.1,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
17,"Apr-20",73564.2,75715.5,77808.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
17,"Historic (April 2016-2019)",81459.8,84873.5,89611.5,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
18,"Apr-20",74744.4,76504,78332.3,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
18,"Historic (April 2016-2019)",81598.7,85128.5,90094.6,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
19,"Apr-20",75086.2,77117.5,78967.6,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
19,"Historic (April 2016-2019)",81295.6,84966.5,89894,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
20,"Apr-20",75850.5,77522,79904.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
20,"Historic (April 2016-2019)",81759.4,85598,90873.1,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
21,"Apr-20",77232.1,78969.5,82224.2,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
21,"Historic (April 2016-2019)",83868.7,87523.5,93377.2,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
22,"Apr-20",75195.5,77326,81083.2,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
22,"Historic (April 2016-2019)",82241,85045.5,91576.5,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
23,"Apr-20",71847.6,73859,78111.8,"workday",2,"Moderate","US: Mid-Atlantic","workday - April 2020"
23,"Historic (April 2016-2019)",77428.7,79789,87322.9,"workday",2,"Moderate","US: Mid-Atlantic","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",69403.5,73748.5,80925.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",66292.5,70416,77568,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",64185.5,68932,75730,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",63057.5,67919.5,75419.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",62659,66842.5,75487.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",63209.5,66644.5,76249.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",63823.5,67648,77449,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",64906.5,69410,80304,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",66170.5,70844,82708,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",68858.5,73206,84704.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",70228,75425.5,84495,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",70814.5,76081.5,83913,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",70638,75679,84000.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
13,"Historic (April 2016-2019)",70756,75258,83613,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
14,"Historic (April 2016-2019)",70281.5,74265,83805.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
15,"Historic (April 2016-2019)",69957.5,73779,82667,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
16,"Historic (April 2016-2019)",70255.5,73812,82569,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
17,"Historic (April 2016-2019)",71260.5,74022.5,83208.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
18,"Historic (April 2016-2019)",72407.5,74472.5,83681.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
19,"Historic (April 2016-2019)",73221,74991,84341,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
20,"Historic (April 2016-2019)",74215.5,76426,86942,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
21,"Historic (April 2016-2019)",76633,79230.5,90424.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
22,"Historic (April 2016-2019)",75729,78284.5,88750.5,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
23,"Historic (April 2016-2019)",72828.5,75072.5,83254,"weekend",2,"Moderate","US: Mid-Atlantic","weekend - Historic (April 2016-2019)"
0,"Apr-20",62239.3,64359.5,67867.5,"workday",2,"Moderate","US: Midwest","workday - April 2020"
0,"Historic (April 2016-2019)",66797.8,71064.5,74055.8,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
1,"Apr-20",59516.3,61472.5,65530.2,"workday",2,"Moderate","US: Midwest","workday - April 2020"
1,"Historic (April 2016-2019)",63330.8,67168.5,70666.9,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
2,"Apr-20",58205.4,60031.5,63877.4,"workday",2,"Moderate","US: Midwest","workday - April 2020"
2,"Historic (April 2016-2019)",61047.3,64668,69290.1,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
3,"Apr-20",57122.3,58779,63376.9,"workday",2,"Moderate","US: Midwest","workday - April 2020"
3,"Historic (April 2016-2019)",59669.1,63113.5,68200.3,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
4,"Apr-20",56349.9,58106,63097.2,"workday",2,"Moderate","US: Midwest","workday - April 2020"
4,"Historic (April 2016-2019)",59315.5,62150.5,67850.1,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
5,"Apr-20",55957.2,58039,63158.4,"workday",2,"Moderate","US: Midwest","workday - April 2020"
5,"Historic (April 2016-2019)",59296.8,62212.5,68243.3,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
6,"Apr-20",56458.8,58756,63222.3,"workday",2,"Moderate","US: Midwest","workday - April 2020"
6,"Historic (April 2016-2019)",60849.4,63340,69545,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
7,"Apr-20",58604.6,60880,65983.6,"workday",2,"Moderate","US: Midwest","workday - April 2020"
7,"Historic (April 2016-2019)",64925.2,67322.5,74609,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
8,"Apr-20",61498.3,64210.5,69762.5,"workday",2,"Moderate","US: Midwest","workday - April 2020"
8,"Historic (April 2016-2019)",70321,73196,80569.2,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
9,"Apr-20",64136,66618.5,72335.6,"workday",2,"Moderate","US: Midwest","workday - April 2020"
9,"Historic (April 2016-2019)",73147.1,75824.5,82772.9,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
10,"Apr-20",66048.2,68056,73496.7,"workday",2,"Moderate","US: Midwest","workday - April 2020"
10,"Historic (April 2016-2019)",74114.3,76604.5,82743.1,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
11,"Apr-20",67145.7,69292,72678.7,"workday",2,"Moderate","US: Midwest","workday - April 2020"
11,"Historic (April 2016-2019)",74966.2,77227,81870.8,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
12,"Apr-20",68050.7,70027.5,72769,"workday",2,"Moderate","US: Midwest","workday - April 2020"
12,"Historic (April 2016-2019)",75533.9,77817.5,81632.3,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
13,"Apr-20",68447.1,70454,72945.8,"workday",2,"Moderate","US: Midwest","workday - April 2020"
13,"Historic (April 2016-2019)",75860.3,77766.5,81166.7,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
14,"Apr-20",68624,70433,72640.2,"workday",2,"Moderate","US: Midwest","workday - April 2020"
14,"Historic (April 2016-2019)",75592.6,77932,81350.5,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
15,"Apr-20",68629.4,70302.5,72741.5,"workday",2,"Moderate","US: Midwest","workday - April 2020"
15,"Historic (April 2016-2019)",75427.7,78031.5,81664.2,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
16,"Apr-20",68218.3,69690.5,72731.8,"workday",2,"Moderate","US: Midwest","workday - April 2020"
16,"Historic (April 2016-2019)",74676.2,77488.5,81198.5,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
17,"Apr-20",67710.5,69011,72491.2,"workday",2,"Moderate","US: Midwest","workday - April 2020"
17,"Historic (April 2016-2019)",74084.9,76958,81123.5,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
18,"Apr-20",67879.8,69078,72788.8,"workday",2,"Moderate","US: Midwest","workday - April 2020"
18,"Historic (April 2016-2019)",73744,77082.5,81291.4,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
19,"Apr-20",68182.5,69330.5,72927.7,"workday",2,"Moderate","US: Midwest","workday - April 2020"
19,"Historic (April 2016-2019)",73327.5,76944,81136.7,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
20,"Apr-20",68024.7,69111.5,72285.5,"workday",2,"Moderate","US: Midwest","workday - April 2020"
20,"Historic (April 2016-2019)",72951.1,76848.5,80754.5,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
21,"Apr-20",67411.2,69553.5,72550.7,"workday",2,"Moderate","US: Midwest","workday - April 2020"
21,"Historic (April 2016-2019)",73449.4,77762,81507.4,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
22,"Apr-20",67683,69861.5,72942.8,"workday",2,"Moderate","US: Midwest","workday - April 2020"
22,"Historic (April 2016-2019)",74843,78747.5,82175.8,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
23,"Apr-20",65894.8,67492,70432.1,"workday",2,"Moderate","US: Midwest","workday - April 2020"
23,"Historic (April 2016-2019)",72516,75685,78793,"workday",2,"Moderate","US: Midwest","workday - Historic (April 2016-2019)"
0,"Historic (April 2016-2019)",65370.5,68534,72026.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
1,"Historic (April 2016-2019)",62218.5,65086.5,68574,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
2,"Historic (April 2016-2019)",60228,63215.5,66185.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
3,"Historic (April 2016-2019)",58752.5,62002,64088,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
4,"Historic (April 2016-2019)",57637,60962.5,63270.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
5,"Historic (April 2016-2019)",56967.5,60188,62868,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
6,"Historic (April 2016-2019)",56811.5,60614,63188,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
7,"Historic (April 2016-2019)",57777.5,61812.5,64743,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
8,"Historic (April 2016-2019)",59278.5,63181,66956,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
9,"Historic (April 2016-2019)",61059.5,65222.5,68974.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
10,"Historic (April 2016-2019)",63714.5,67639.5,71555.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
11,"Historic (April 2016-2019)",65083.5,69020,73637,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
12,"Historic (April 2016-2019)",65617.5,69848.5,74535.5,"weekend",2,"Moderate","US: Midwest","weekend - Historic (April 2016-2019)"
